Date,AAPL,AMGN,AMZN,BAC,CSCO,FB,GE,GOOGL,IBM,JNJ,JPM,KO,ORCL,PEP,PG,T,XOM,^GSPC
2012-06-30,0.017513190496869058,0.011075204296633334,-0.00728992826641206,0.024530004837422403,-0.03829207424087877,-0.0730945587406413,0.022358475630698926,-0.057423354892637724,-0.02793451865357366,0.024326060640592617,-0.07269379325263658,-0.00736497082330434,0.011073725559402225,0.023433876925053054,-0.0325765392083841,0.04724819206725561,-0.011634324602373458,-0.013262345786289709
2012-07-31,0.046131999417446945,0.10073054145380844,0.021836039858000422,-0.016859144080949906,-0.026243566381499384,-0.022358353583302293,0.0372492402864657,0.04455683398994292,-0.015753984068837434,0.053487025199508764,0.02677619745840465,0.041452422839166614,0.08484876769659722,0.02718127784344926,0.03928538921003266,0.0354302219759528,0.04689593612176246,0.027421485218505737
2012-08-31,0.07270035320747059,0.07174253821524279,0.06663780851061629,0.045955225270223554,0.11184642507007947,-0.3037305747482615,0.039766714429392724,0.11150799754919194,0.03872991525734992,-0.001861552517356424,0.055244570940793825,0.0014548072369848786,0.056321821363192415,0.03026642639292798,0.04985725846117961,0.03761808853314097,0.031651575688177,0.032117093636446103
2012-09-30,0.06161728944909051,0.0049306722857598295,0.0700712947297557,0.13825842676842615,0.05605416346610825,0.025841816818707564,0.054245557210604645,0.08420613793786957,0.031622994180519504,0.012046183272514277,0.08560085028615494,-0.023100883301665598,0.024720464985738877,-0.015369139770428197,0.03640467779938317,0.015396874236657476,0.03382623172296606,0.028480717975589487
2012-10-31,-0.06874454306378419,0.041807722750819565,-0.04475537520264383,0.041766160210501946,-0.03195457007914704,-0.0004058157050672584,0.0206598134448992,0.01079499642198578,-0.005490895420997233,0.020900017555233186,0.049213390616435815,-0.0026460660306035777,-0.0324851832973192,-0.013279208146098176,0.0036277903570498538,-0.030536181288455366,0.012100613629910217,-0.0038816229336197106
2012-11-30,-0.10760763228699766,-0.0028828577264732314,-0.04041176277117953,0.030506590284234747,-0.02059034520670544,0.10992817848544045,-0.06289500795186242,-0.07705030492419629,-0.05452593144610551,0.000576442268804378,-0.02176083637371795,-0.02070737673372436,-0.009813782614707445,-0.012172049262120788,-0.004461211223035,-0.05933456059167308,-0.03348733354259992,-0.030118078285000016
2012-12-31,-0.05637053302024908,0.025004793868023123,0.07847210863798315,0.1381833261145049,0.1065643776631231,0.1854965536582145,0.017621240638389768,0.04952097459630722,0.007912139626482073,0.015154485427453679,0.049315345133632116,0.009090437022389874,0.0664700159542233,0.014669615018269688,0.016598064068550133,-0.0009121740412981749,-0.0017940440767489907,0.019915997138066466
2013-01-31,-0.06434038367203665,-0.026548998992274475,0.06155227806270336,0.06689370536258044,0.049166247240559846,0.11795901345527482,0.024895803789773296,0.043919076319505646,0.02647410632953706,0.03152943282127474,0.08341970780470098,0.0035640031665138405,0.0686896604149656,0.023979998798681512,0.022791825501443208,0.01925084759359197,0.022336151936542592,0.04085659932987751
2013-02-28,-0.07815372790671371,0.00955694651410055,-0.01744601738961482,0.009071675793650202,0.013982051721843414,-0.07398184165738786,0.0660444097830768,0.07049926947054086,0.021155015611013628,0.04493369008717729,0.0524084609940767,0.018766373491601485,2.8777407494740004e-05,0.03508749503125186,0.0842224513957468,0.03843625800027728,-0.005733279081447162,0.021559337647444332
2013-03-31,-0.0315954144538223,0.09088319264858113,0.007816264360598346,0.0410689519133729,0.016487415259876403,-0.0456208909283502,0.02495605009101909,0.04076325298852801,0.0517304743460536,0.048419761389793425,0.016442072245701933,0.042150580075267285,-0.0100006593866524,0.05269544691096173,0.009010981228155357,0.02792918147588752,0.005372217498765375,0.0254692252659503
